title,media,date,datetime,desc,link,img,Category
Auto shows are back and CEOs have wheeling-and-dealing to ...,Mint,12 hours ago,2021-09-04 09:13:48.174223,"When automotive chieftains gather in Munich this upcoming week for Europe's first major car show in two years, they'll do more than just lift the veil on ...",https://www.livemint.com/auto-news/auto-shows-are-back-and-ceos-have-wheeling-and-dealing-to-do-11630733823696.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Audi can have self-driving cars on the road by second half of ...,Car Dealer Magazine,15 hours ago,2021-09-04 06:13:48.176273,"Audi has now come out and said that it hopes fully autonomous vehicles will be permitted on roads from 'the second half of this decade', as it pushes on with ...",https://cardealermagazine.co.uk/publish/audi-can-have-self-driving-cars-on-the-road-by-second-half-of-the-decade-but-wants-authorities-to-give-the-green-light/232948,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Auto Shows Are Back and CEOs Have Wheeling-and-Dealing ...,,16 hours ago,2021-09-04 05:13:48.178113,"VW CEO Herbert Diess in June called driverless vehicles “the most sophisticated internet device you can imagine,” predicting autonomy will bring about even ...",https://finance.yahoo.com/news/auto-shows-back-ceos-wheeling-040000560.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Self-driving software firm Cyngn files for IPO (Nasdaq:CYN),Seeking Alpha,22 hours ago,2021-09-03 23:13:48.180016,"Cyngn (NYSE:CYN), an autonomous-driving software firm backed by Andreessen Horowitz and other A-list venture-capital firms, filed paperwork Friday for an ...",https://seekingalpha.com/news/3737326-andreessen-horowitz-backed-autonomous-driving-software-firm-cyngn-files-for-ipo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Arizona Vehicle Testing Site Rumored to Be Used by Apple ...,MacRumors,23 hours ago,2021-09-03 22:13:48.181904,Rumors about Apple's work on both autonomous driving systems and actual electric vehicles have ebbed and flowed over the last several years.,https://www.macrumors.com/2021/09/03/arizona-vehicle-testing-site-purchased-125-million/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
This Is Everything You Need To Know About Toyota's e ...,HotCars,1 day ago,2021-09-03 21:13:48.183785,"It possesses automated driving functions, including a level 4 driverless steering system. It is also Toyota's first Battery Electric Vehicle or BEV designed ...",https://www.hotcars.com/this-is-everything-you-need-to-know-about-toyotas-epalette-autonomous-vehicle/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
California Lawmakers Pass Bill Requiring AV Electrification,Government Technology,1 day ago,2021-09-03 21:13:48.185666,"The Legislature approved SB 500, which would require that autonomous vehicles be emissions free by 2030, nudging an industry that has been clearly trending ...",https://www.govtech.com/fs/california-lawmakers-pass-bill-requiring-av-electrification,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Webasto: The roof of the autonomous driving future,,1 day ago,2021-09-03 21:13:48.187691,"With the Roof Sensor Module, global leading supplier Webasto is helping to shape the future of autonomous driving and offering car manufacturers the ...",https://www.automotiveworld.com/news-releases/webasto-the-roof-of-the-autonomous-driving-future/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Siemens drives transformation of the mobility industry,,1 day ago,2021-09-03 21:13:48.189533,"These innovations include the Siemens Autonomous Charging System, which enables the fully automated charging of electric vehicles from sports cars to long-haul ...",https://www.automotiveworld.com/news-releases/siemens-drives-transformation-of-the-mobility-industry/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
"Meet Audi's Grandsphere EV Concept, a Self-Driving Cruiser ...",Robb Report,1 day ago,2021-09-03 21:13:48.191456,"Meet Audi's Grandsphere EV Concept, a Self-Driving Cruiser That Feels Like a First-Class Lounge. The automaker's most recent autonomous showpiece is envisioned ...",https://robbreport.com/motors/cars/audi-grandsphere-concept-car-revealed-1234633982/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Eastern Michigan University to launch autonomous shuttle ...,ClickOnDetroit,1 day ago,2021-09-03 21:13:48.429728,"“Having our students engaged and active in the world of autonomous vehicles, and the research that takes place on our campus and at the American Center for ...",https://www.clickondetroit.com/all-about-ann-arbor/2021/09/03/eastern-michigan-university-to-launch-autonomous-shuttle-service-on-campus/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Self-Driving Cars Doing The Tango With Those Heroic School ...,Forbes,1 day ago,2021-09-03 21:13:48.431708,Dr. Lance B. Eliot is a world-renowned expert on Artificial Intelligence (AI) and Machine Learning (ML). Follow.,https://www.forbes.com/sites/lanceeliot/2021/09/03/self-driving-cars-doing-the-tango-with-those-heroic-school-crossing-guards/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Ford Chair Bill Ford's vision of a greener auto industry is finally ...,CNBC,1 day ago,2021-09-03 21:13:48.433580,The promise of electric vehicles has Ford believing his decades-long vision of a greener ... He believes autonomous vehicles and reworking the industry's ...,https://www.cnbc.com/2021/09/03/ford-chairman-bill-fords-vision-of-a-greener-auto-industry-is-finally-on-the-horizon.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Xiaomi Builds Cars Now – How Does the Plan Work?,Pandaily,1 day ago,2021-09-03 21:13:48.437776,This picture exposes Xiaomi's ambitions for autonomous driving and desire for DeepMotion's unique talent. Many people in the industry said that apart from ...,https://pandaily.com/xiaomi-builds-cars-now-how-does-the-plan-work/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Hyundai Ioniq 5 Driverless Taxi testing Coming To Los Angeles,Jalopnik,1 day ago,2021-09-03 21:13:48.439746,"L.A. Is Getting An Autonomous Taxi Test Fleet Of Hyundai Ioniq 5s ... While driverless car testing is important, the main reason for the move is to attract ...",https://jalopnik.com/l-a-is-getting-an-autonomous-taxi-test-fleet-of-hyunda-1847601107,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Rainbow-making tech could help autonomous vehicles read ...,,1 day ago,2021-09-03 21:13:48.441549,... that future applications of these effects could include aiding autonomous vehicles in recognizing traffic signs. The research was published online Aug.,http://www.buffalo.edu/ubnow/stories/2021/09/gan-rainbows.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Autonomous vehicle software developer Cyngn files for a $36 ...,Renaissance Capital,1 day ago,2021-09-03 21:13:48.443476,"Cyngn, which develops autonomous driving software for commercial and industrial vehicles, filed on Friday with the SEC to raise up to $36 million.",https://www.renaissancecapital.com/IPO-Center/News/85777/Autonomous-vehicle-software-developer-Cyngn-files-for-a-$36-million-IPO,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Webuild wins €1.26bn contract to build self-driving highways,Global Construction Review,1 day ago,2021-09-03 21:13:48.445429,"The new sections will have technology that lets autonomous vehicles communicate with the highway, Webuild said. The roads will alert vehicles to accidents and ...",https://www.globalconstructionreview.com/webuild-wins-e1-26bn-contract-to-build-self-driving-highways/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Luminar debuts Proactive SafetyTM with on-road ...,Geospatial World,1 day ago,2021-09-03 21:13:48.447815,"The shift towards vehicles that are increasingly automated presents new ... future of autonomous vehicles featuring Luminar's Vice President of Software, ...",https://www.geospatialworld.net/news/luminar-debuts-proactive-safetytm-with-on-road-demonstrations-at-iaa-munich/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Structural Material Lets Autonomous Vehicles Read Signs on ...,Photonics.com,1 day ago,2021-09-03 21:13:48.449934,"Future applications for the technology, he said, could include aiding autonomous vehicles in recognizing traffic signs. The study focused on a retroreflective ...",https://www.photonics.com/Articles/Structural_Material_Lets_Autonomous_Vehicles_Read/a67324,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Paris-based NAVYA launches first autonomous shuttle service ...,UKTN,1 day ago,2021-09-03 21:13:48.830606,"The self-driving vehicles will transport employees and visitors 24/7 around these UK science and technology hubs. Located in Oxfordshire, England, the 700-acre ...",https://www.uktech.news/news/paris-based-navya-launches-first-autonomous-shuttle-service-on-uk-roads-20210903,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Driverless Hyundai Ioniq 5EV taxis may be common as early ...,Hindustan Times Auto News,1 day ago,2021-09-03 21:13:48.832569,"Hyundai Ioniq 5 Robotaxi will get over 30 sensors combining LiDAR, radar, and cameras that will provide the EV with a 360-degree vision. · Similar Cars.",https://auto.hindustantimes.com/auto/news/driverless-hyundai-ioniq-5ev-taxis-may-be-common-as-early-as-2023-here-s-how-41630654034272.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
"Audi Grandshpere, a self-driving luxury 'private jet' for the road ...",Hindustan Times Auto News,1 day ago,2021-09-03 21:13:48.834457,"Audi Grandsphere Concept, the second of the carmaker's three new concepts, is an autonomous car with a level four capacity.",https://auto.hindustantimes.com/auto/cars/audi-grandshpere-a-self-driving-luxury-private-jet-for-the-road-debuts-41630636774557.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Aviva-Darwin alliance to join autonomous vehicle trial,Insurance Business America,1 day ago,2021-09-03 21:13:48.836333,"Aviva and Darwin Innovation Group have registered a passenger shuttle for use in autonomous vehicle trials. The shuttle, created by Navya, will be used to ...",https://www.insurancebusinessmag.com/uk/news/breaking-news/avivadarwin-alliance-to-join-autonomous-vehicle-trial-308854.aspx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Tesla Challenger XPeng's August Electric Vehicle Deliveries ...,FutureCar,1 day ago,2021-09-03 21:13:48.838199,"The refreshed G3i offers new features such as autonomous driving capability and self-parking. In total, XPeng said the latest G3 has received 15 major ...",https://www.futurecar.com/4844/Tesla-Challenger-XPeng%E2%80%99s-August-Electric-Vehicle-Deliveries-Jump-172-Year-on-Year,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
4 Stocks Benefiting From the Smartcar Trend,Barron's,1 day ago,2021-09-03 21:13:48.840084,"Tesla was showing off how intelligent its cars are becoming, and the company is spending millions to develop autonomous driving features faster than its ...",https://www.barrons.com/articles/auto-stocks-smart-car-chips-51630600152,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
How New York City is preparing for self-driving cars,Automotive News,2 days ago,2021-09-02 21:13:48.841962,"There is still a long road ahead for the technology even as the first autonomous vehicles cruise Manhattan. September 03, 2021 10:00 AM updated 6 hours ago.",https://www.autonews.com/mobility-report/how-new-york-city-preparing-self-driving-cars,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Tesla Must Send Autopilot Data to Feds by October 22,Car and Driver,2 days ago,2021-09-02 21:13:48.843842,"But a collision between a Model 3 and a highway patrol car in Orlando, ... to release a new version of its so-called Full Self Driving (FSD) software, ...",https://www.caranddriver.com/news/a37465030/tesla-autopilot-data-nhtsa-october-22-investigation/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Audi unveils Grandsphere concept car as a 'private jet for the ...,CNBC,2 days ago,2021-09-02 21:13:48.845720,"The concept car represents what the Volkswagen-owned brand believes it could achieve, as it pivots to electric and autonomous vehicles. In this article. AUDVF ...",https://www.cnbc.com/2021/09/02/audi-unveils-grandsphere-concept-car-as-a-private-jet-for-the-road.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Ohio State University Working To Make Our Robotaxis Safer,CleanTechnica,2 days ago,2021-09-02 21:13:48.847587,"The 2020s is the decade of AVs (autonomous vehicles). ... As much as an autonomous vehicle future sounds exciting, fun, exhilarating even, it also comes ...",https://cleantechnica.com/2021/09/02/ohio-state-university-working-to-make-our-robotaxis-safer/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
California Lawmakers Approve Bill Requiring All New Self ...,,2 days ago,2021-09-02 21:13:49.089482,"Automated vehicles can be part of a clean, equitable transportation system as long as they are run on zero-emission electricity, lead to widespread pooling of ...",https://www.ucsusa.org/about/news/california-bill-requires-all-new-self-driving-vehicles-be-zero-emission-2030,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Audi's Grandsphere concept envisions autonomous vehicle as ...,Automotive News Europe,2 days ago,2021-09-02 21:13:49.091631,"Its interior that reimagines how the vehicle's passengers will spend their time while the vehicle is driving itself. According to Audi, the future of autonomous ...",https://europe.autonews.com/munich-auto-show/audis-grandsphere-concept-envisions-autonomous-vehicle-living-room,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Audi gives glimpse of its first self-driving car,Fortune,2 days ago,2021-09-02 21:13:49.093575,Ever wondered what it might be like to sit back and get some shut eye in the relaxing ambience of a luxury private jet…only while sitting behind the wheel ...,https://fortune.com/2021/09/02/audi-grandsphere-first-self-driving-car-sleep/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Audi's Grandsphere concept envisions autonomous vehicle as ...,Automotive News,2 days ago,2021-09-02 21:13:49.095500,"According to Audi, the future of autonomous driving is ... reclined much of the time. The German premium brand on Thursday introduced the Grandsphere, ...",https://www.autonews.com/munich-auto-show/audis-grandsphere-concept-envisions-autonomous-vehicle-living-room,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Audi's Grandsphere concept car is another luxurious living ...,The Verge,2 days ago,2021-09-02 21:13:49.097422,Automakers love concept cars that tease a future in which very rich people ride around in autonomous vehicles that look like luxurious living spaces.,https://www.theverge.com/2021/9/2/22653897/audi-grandsphere-concept-autonomous-electric-interior-pics,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Elegant Audi Grandsphere concept car previews self-driving ...,Sunday Times Driving,2 days ago,2021-09-02 21:13:49.099314,"AUDI has taken the wraps off its Grandsphere concept car, a second glimpse at how the future of autonomous driving could look, after the recent Skysphere, ...",https://www.driving.co.uk/news/elegant-audi-grandsphere-concept-car-previews-self-driving-luxury-future-711bhp/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Local Motors and AutoGuardian partner to expand ...,,2 days ago,2021-09-02 21:13:49.101099,"Local Motors and AutoGuardian partner to expand deployment and safe operations of autonomous vehicle, Olli. AutoGuardian, an Ontario-based intelligent mobility ...",https://www.automotiveworld.com/news-releases/local-motors-and-autoguardian-partner-to-expand-deployment-and-safe-operations-of-autonomous-vehicle-olli/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
The US to investigate increased self-driving Tesla-related ...,Electropages,2 days ago,2021-09-02 21:13:49.102993,Developing self-driving vehicles is one of the biggest challenges faced by automakers to date due to the complicated task of combining sensor systems that can ...,https://www.electropages.com/blog/2021/09/us-investigate-increased-self-driving-tesla-related-incidents,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Drivers of autonomous vehicles tracked using AI camera tech,E&T Magazine,2 days ago,2021-09-02 21:13:49.104881,A system to track a driver's activity based on image data that could be used to determine how quickly they could take control of an autonomous vehicle has ...,https://eandt.theiet.org/content/articles/2021/09/drivers-of-autonomous-vehicles-tracked-using-ai-camera-tech/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
"Off-road autonomy today, self-driving cars tomorrow",Smart Industry,2 days ago,2021-09-02 21:13:49.106776,This cash infusion points to the excitement that has long surrounded the autonomous-vehicle (AV) industry–and with good reason.,https://www.smartindustry.com/blog/smart-industry-connect/off-road-autonomy-today-self-driving-cars-tomorrow/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
"Aviva, Darwin and 02 announce passenger shuttle for ...",Mobile Marketing Magazine,2 days ago,2021-09-02 21:13:49.437539,"“It's exciting to bring this autonomous vehicle to our London ... back to the very earliest vehicles"" said Chief Operating Officer at Aviva, Nick Amin.",https://mobilemarketingmagazine.com/aviva-darwin-and-02-announce-passenger-shuttle-for-autonomous-vehicle-trial-,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Global HD Map for Autonomous Vehicles Market Report 2021 ...,,2 days ago,2021-09-02 21:13:49.440958,"“Global HD Map for Autonomous Vehicles Market (2021-2026) By Solution, Level of Automation, Usage, Vehicle Type, Services, Geography, Competitive Analysis ...",https://www.businesswire.com/news/home/20210902005593/en/Global-HD-Map-for-Autonomous-Vehicles-Market-Report-2021-2026---Growing-Investment-by-Start-up-Firms-for-Developing-HD-Maps---ResearchAndMarkets.com,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Tesla Wants To Launch Full Self-Driving Public Beta In ...,InsideEVs,2 days ago,2021-09-02 21:13:49.443270,"So after being postponed several times and many months, it looks like all Tesla owners whose vehicles have the right hardware will be able to experience FSD.",https://insideevs.com/news/530551/tesla-fsdv10-launch-september25-elonmusk/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Hyundai's New EV Will Soon Be a Self-Driving Taxi,Treehugger,2 days ago,2021-09-02 21:13:49.445264,"“Hyundai Motor has evolved its Ioniq 5, a battery electric vehicle built on its EV-dedicated platform, into a platform for fully autonomous vehicles,” said ...",https://www.treehugger.com/hyundai-new-ev-self-driving-taxi-5199964,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Rainbow-Making Technology Could Help Autonomous ...,NOVUS Light,2 days ago,2021-09-02 21:13:49.447444,Rainbow-Making Technology Could Help Autonomous Vehicles Read Signs. Published on 2 September 2021. A scanning electron microscope image shows the microscale ...,https://www.novuslight.com/rainbow-making-technology-could-help-autonomous-vehicles-read-signs_N11875.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Cruise Engineers Balance Safety With Experimentation in the ...,Built In,2 days ago,2021-09-02 21:13:49.449460,"Cruise Engineers Balance Safety With Experimentation in the Pursuit of Autonomous Vehicles. In the race to build a road-ready autonomous vehicle, Cruise's SVP ...",https://builtin.com/transportation-tech/cruise-psychological-safety-autonomous-vehicles,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Apple Reportedly in Talks With Toyota About Apple Car ...,MacRumors,2 days ago,2021-09-02 21:13:49.451447,Apple Reportedly in Talks With Toyota About Apple Car Production Starting 2024 ... if the company was scaling back to focus on autonomous vehicle software.,https://www.macrumors.com/2021/09/02/apple-car-toyota-visit-2024-production/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Could $125M land deal launch more Apple Car testing in ...,AZ Big Media,2 days ago,2021-09-02 21:13:49.453801,Arizona is committed to hosting the emergence of new technologies and state officials believe that the testing and operation of driverless cars can produce ...,https://azbigmedia.com/business/could-125m-land-deal-launch-more-apple-car-testing-in-arizona/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Autonomous vehicle company Waymo opening Pittsburgh ...,Pennsylvania Business Report -,2 days ago,2021-09-02 21:13:49.455822,"Waymo, an autonomous vehicles company, plans to open an office in Pittsburgh. The Silicon Valley-based company was Google's self-driving car project before ...",https://pennbizreport.com/news/20938-autonomous-vehicle-company-waymo-opening-pittsburgh-office/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Study finds microscale concave interfaces could be useful to ...,SlashGear,2 days ago,2021-09-02 21:13:49.458073,Recognizing traffic signs is vitally important as an autonomous vehicle has ... in their study could provide their own signal for autonomous vehicles fitted ...,https://www.slashgear.com/study-finds-microscale-concave-interfaces-could-be-useful-to-autonomous-vehicles-02689295/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
Tesla Full Self-Driving Beta 10 could roll out as early as next ...,CNET,2 days ago,2021-09-02 21:13:49.838240,"... working to speed up autonomous driving development. During the event, Musk was bullish that his tech would eventually be better than the average driver.",https://www.cnet.com/roadshow/news/tesla-fsd-beta-10-coming-soon/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Autonomous vehicles
